book_title,story_title,latitude,longitude,location,city,state,country,continent,century,decade,initial_date,final_date,unbuilt,architect,pg_gh,pg_img_gh,count_img_gh,fp_gh,pg_fp_gh,count_gh,pg_ha,pg_img_ha,count_img_ha,fp_ha,pg_fp_ha,count_ha,pg_mm,pg_img_mm,count_img_mm,fp_mm,pg_fp_mm,count_mm,pg_wh,pg_img_wh,count_img_wh,fp_wh,pg_fp_wh,count_wh
A World History of Architecture,Doge's Palace,45.43421495,12.34058954,"Venice, Italy",Venice,,Italy,Europe,14,,1309,1424,N,,,,,,,,,,,,,,,,,,,,"272-273,336",,1,N,,3
A World History of Architecture,S. Maria della Consolazione,42.7779176,12.40194054,"Todi, Italy",Todi,,Italy,Europe,16,,1508,,N,"Cola da Caprarola, Donate Bramante",,,,,,,,,,,,,,,,,,,323-314,314,1,N,,2
A World History of Architecture,Villa Madama,41.9284277,12.45289717,"Rome, Italy",Rome,,Italy,Europe,16,,1516,,N,Raphael,,,,,,,,,,,,,,,,,,,"320-321,339",320,2,N,,4
"A History of Architecture: Settings and Rituals, Modern Movements in Architecture",Palace of Italian Civilization,41.83696222,12.46559964,"Rome, Italy",Rome,,Italy,Europe,20,1940,1938,1942,,Giovanni Guerrini; Ernesto La Padula; Mario Romano,,,,,,,718,,1,N,,1,48,48,1,N,,1,,,,,,
A World History of Architecture,The Tempietto,41.88871745,12.46640128,"Rome, Italy",Rome,,Italy,Europe,16,,1502,,N,Donato Bramante,,,,,,,,,,,,,,,,,,,316-317,316,2,Y,316,3
"Modern Movements in Architecture, A World History of Architecture",Palazetto dello Sport,41.93010625,12.47068798,"Rome, Italy",Rome,,Italy,Europe,20,1950,1958,1959,,Pier Luigi Nervi,,,,,,,,,,,,,74,74,1,N,,1,505-506,505,1,N,,2
A World History of Architecture,Piazza Navona,41.8989155,12.47311854,"Rome, Italy",Rome,,Italy,Europe,17,,1644,,N,"Gianlorenzo Bernini, Francesco Borromini",,,,,,,,,,,,,,,,,,,365-368,365,1,Y,365,2
A World History of Architecture,Theater of Marcellus,41.8955621,12.47592794,"Rome, Italy",Rome,,Italy,Europe,-1,,-13,-11,N,,,,,,,,,,,,,,,,,,,,"129,131",130,2,Y,130,4
A World History of Architecture,Piazza del Popolo,41.9107502,12.47682476,"Rome, Italy",Rome,,Italy,Europe,,,,,N,,,,,,,,,,,,,,,,,,,,368-370,369,1,N,,2
A World History of Architecture,Pantheon,41.89861595,12.47683341,"Rome, Italy",Rome,,Italy,Europe,2,,118,128,N,Emperor Hadrian,,,,,,,,,,,,,,,,,,,"5,124-126,375,413",124-125,3,N,,7
A World History of Architecture,S. Maria in Montesanto,41.90984795,12.47702554,"Rome, Italy",Rome,,Italy,Europe,17,,1662,1679,N,"Carlo Rainaldi, Gianlorenzo Bernini",,,,,,,,,,,,,,,,,,,368-370,368,1,N,,2
"A Global History of Architecture, A History of Architecture: Settings and Rituals, A World History of Architecture",Il Gesù,41.89588445,12.47982121,"Rome, Italy",Rome,,Italy,Europe,16,,1568,1576,N,Giacomo Barozzi da Vignola; Giacomo della Porta,551,551,4,Y,551,3,"413,512","413,512",2,N,,2,,,,,,,354,354-355,2,Y,355,3
A World History of Architecture,The Spanish Steps,41.9076906,12.4807216,"Rome, Italy",Rome,,Italy,Europe,18,,1723,26,N,"Francesco de Sanctis, Alessandro Specchi",,,,,,,,,,,,,,,,,,,368-370,369,1,N,,2
A World History of Architecture,Temple of Fortuna Virilis,41.8892305,12.48092799,"Rome, Italy",Rome,,Italy,Europe,2,,,,N,,,,,,,,,,,,,,,,,,,,123,123,1,N,,2
A History of Architecture: Settings and Rituals,Project for the Enlargement of the Piazza in front of the Trevi Fountain,41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,19,1810,1812,,?,Giuseppe Valadier,,,,,,,577,,1,Y,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Rome of Sixtus V,41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,16,1580,1585,1590,?,Pope Sixtus V,,,,,,,496-497,496-497,1,Y,496-497,2,,,,,,,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals, A World History of Architecture",St. Peter's (Plan),41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,16,1500,1505,1514,Y,Donato Bramante,545,545,3,Y,545,3,501,,1,Y,,1,,,,,,,"315,390",315,1,Y,315,4
A History of Architecture: Settings and Rituals,Cortile del Belvedere,41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,16,1500,1505,,,Donato Bramante,,,,,,,500,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,"Left Bank of Tiber, Rome",41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,16,1500,1503,1513,,Donato Bramante; Pope Julius II,,,,,,,486,,1,Y,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Obelisk of Piazza del Popolo,41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,16,1580,1589,,,,,,,,,,498,,1,N,,1,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",Palazzo Caprini (House of Raphael),41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,16,1510,1512,,,Donato Bramante,,,,,,,415,,1,N,,1,,,,,,,318-319,319,1,N,,2
"A Global History of Architecture, A History of Architecture: Settings and Rituals","Palazzo dei Senatori, Campidoglio",41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,16,1530,1538,,,Michelangelo Buonarroti,542-544,542-544,7,Y,543,7,491-495,491-495,9,Y,"491,493",6,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,"Ponte Sant'Angelo, Remodel",41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,17,1660,1668,1671,,Gianlorenzo Bernini,,,,,,,504,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,S. Maria in Campitelli,41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,17,1660,1663,1667,,Carlo Rainaldi,,,,,,,514-515,514-515,2,Y,514,2,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,S. Pietro in Montorio,41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,16,1500,1504,,,Donato Bramante,,,,,,,415,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,S. Sabina,41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,5,420,422,432,,,,,,,,,257,,1,N,,1,,,,,,,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals, A World History of Architecture",St. Peter's,41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,16,1540,1546,,,Michelangelo Buonarotti; Giacomo della Porta,546-547,546-547,6,Y,547,6,501-502,501-502,3,Y,501,3,,,,,,,"5,326-328",327-328,2,Y,327,10
A History of Architecture: Settings and Rituals,St. Peter's (Maderno),41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,17,1600,1606,1612,,"Carlo Maderno, Gianlorenzo Bernini",,,,,,,506-508,506-508,4,N,,3,,,,,,,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals",St. Peter's (Piazza),41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,17,1650,1657,1666,,Gianlorenzo Bernini,548-549,548-549,6,Y,549,6,505,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Strada Pia,41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,16,1560,1561,,,Michelangelo Buonarroti,,,,,,,496,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Tempietto of San Pietro,41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,15,1490,1499,1502,,Donato Bramante,482,,1,N,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Thermae Antoninianae,41.8933203,12.4829321,"Rome, Italy",Rome,,Italy,Europe,3,210,212,216,,Emperor Carcalla,,,,,,,251,251,1,Y,251,2,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,S. Giorgio in Velabro,41.8896409,12.48316203,"Rome, Italy",Rome,,Italy,Europe,12,,,,,,,,,,,,316,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,The Campidoglio,41.8931218,12.4833077,"Rome, Italy",Rome,,Italy,Europe,16,,1537,,N,Michelangelo Buonarroti,,,,,,,,,,,,,,,,,,,325-326,325-326,2,Y,325-326,3
"A History of Architecture: Settings and Rituals, A World History of Architecture",S. Maria della Pace,41.9218721,12.4836366,"Rome, Italy",Rome,,Italy,Europe,17,1650,1656,1657,,Pietro da Cortona,,,,,,,514-515,514-515,2,Y,514,2,,,,,,,"366,392",366,1,N,,3
A World History of Architecture,Temple of Vesta,41.8916935,12.48619827,"Rome, Italy",Rome,,Italy,Europe,1,,,,N,,,,,,,,,,,,,,,,,,,,123,,,N,,1
A World History of Architecture,Palace of Domitian,41.88774538,12.48646864,"Rome, Italy",Rome,,Italy,Europe,1,,92,,N,Rabirius,,,,,,,,,,,,,,,,,,,135-136,136,1,Y,136,2
A World History of Architecture,Forum Romanum,41.89162475,12.48671196,"Rome, Italy",Rome,,Italy,Europe,-1,,-37,,N,,,,,,,,,,,,,,,,,,,,118-119,119,1,N,,2
A History of Architecture: Settings and Rituals,Basilica of Maxentius,41.89181575,12.48841671,,,,,,4,,307,312,,Constantine,,,,,,,252,,2,N,,2,,,,,,,,,,,,
A World History of Architecture,Basilica Nova,41.89116965,12.48877647,"Rome, Italy",Rome,,Italy,Europe,4,,307,315,N,,,,,,,,,,,,,,,,,,,,127,127,2,Y,127,3
"A Global History of Architecture, A History of Architecture: Settings and Rituals, A World History of Architecture",S. Andrea al Quirinale,41.9006713,12.48935238,"Rome, Italy",Rome,,Italy,Europe,17,1650,1658,1670,,Gianlorenzo Bernini,550,550,3,Y,550,2,514-515,514-515,1,Y,514,2,,,,,,,361-362,361,2,N,,3
A World History of Architecture,Arch of Constantine,41.8897647,12.49067019,"Rome, Italy",Rome,,Italy,Europe,,,,315,N,,,,,,,,,,,,,,,,,,,,"121,194",121,1,N,,3
"A History of Architecture: Settings and Rituals, A World History of Architecture",S. Carlo alle Quattro Fontane,41.901738,12.49079233,"Rome, Italy",Rome,,Italy,Europe,17,1630,1634,1682,,Francesco Boromini,,,,,,,516-519,516-519,4,Y,516-517,4,,,,,,,362-363,362-363,3,N,,4
A History of Architecture: Settings and Rituals,Caracalla,41.879444,12.493056,,,,,,,,,,,,,,,,,,254,,1,Y,,1,,,,,,,,,,,,
A World History of Architecture,Colosseum,41.8902614,12.4930871,"Rome, Italy",Rome,,Italy,Europe,1,,80,,N,,,,,,,,,,,,,,,,,,,,"121,131",131,2,N,,4
A History of Architecture: Settings and Rituals,Catacomb of S. Panfilo,41.918492,12.493364,"Rome, Italy",Rome,,Italy,Europe,44624,,,,,,,,,,,,250,,1,N,,1,,,,,,,,,,,,
Modern Movements in Architecture,Rinascente Department Store,41.9113842,12.49779992,"Rome, Italy",Rome,,Italy,Europe,20,1950,1957,1962,,"Franco Albimi, Franca Helg",,,,,,,,,,,,,324,324,1,N,,1,,,,,,
A World History of Architecture,Baths of Diocletian,41.90378155,12.49821105,"Rome, Italy",Rome,,Italy,Europe,3,,298,306,N,,,,,,,,,,,,,,,,,,,,"126-129,336",128,2,Y,128,4
A World History of Architecture,Porta Pia,41.9093161,12.5013212,"Rome, Italy",Rome,,Italy,Europe,16,,1561,1565,N,Michelangelo Buonarroti,,,,,,,,,,,,,,,,,,,328-329,329,1,N,,2
A History of Architecture: Settings and Rituals,Temple of Minerva Medica,41.892,12.5022,,,,,,4,,,,,,,,,,,,254-255,254-255,2,Y,254,2,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Catacomb of Domitilla,41.858914,12.505528,"Rome, Italy",Rome,,Italy,Europe,,,,,,,,,,,,,249,,1,Y,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Catacomb of S. Priscilla,41.9297,12.5087,"Rome, Italy",Rome,,Italy,Europe,2,,,,,,,,,,,,250,,1,N,,1,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",Hadrian's villa,41.8970391,12.51515859,"Tibur, Italy",Tibur,,Italy,Europe,2,110,118,125,N,,,,,,,,248,,1,N,,1,,,,,,,"136-139,539,551",137-139,4,N,,7
"A History of Architecture: Settings and Rituals, A World History of Architecture",S. Costanza,41.9205983,12.5183939,"Rome, Italy",Rome,,Italy,Europe,4,350,,,,,,,,,,,255,,1,N,,1,,,,,,,143-145,144-145,3,Y,144,4
A World History of Architecture,S. Francesco,44.05956983,12.57027669,"Rimini, Italy",Rimini,,Italy,Europe,15,,1450,,N,Leon Battista Alberti,,,,,,,,,,,,,,,,,,,"5,305,436",305,1,N,,4
A History of Architecture: Settings and Rituals,Ducal Palace,43.7262608,12.6363135,"Urbino, Italy",Urbino,,Italy,Europe,15,1440,1444,1482,,Luciano Laurana; Francesco di Giorgio,,,,,,,420-425,420-425,8,Y,421,6,,,,,,,,,,,,
A World History of Architecture,Villa d'Este,41.9629665,12.79599035,"Tivoli, Italy",Tivoli,,Italy,Europe,16,,1565,1572,N,Pirro Ligorio,,,,,,,,,,,,,,,,,,,"339-340,547",340,1,N,,3
A World History of Architecture,Charlottenhof,52.3955705,13.02552435,"Potsdam, Germany",Potsdam,,Germany,Europe,19,,1829,1831,N,Karl Friedrich Schinkel,,,,,,,,,,,,,,,,,,,421-422,422,2,Y,422,3
A Global History of Architecture,Chinese Teahouse at Sans Souci Palace,52.40040263,13.03226637,"Potsdam, Germany",Potsdam,,Germany,Europe,18,1750,1757,,,Frederick the Great,587,587,3,N,,3,,,,,,,,,,,,,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals, A World History of Architecture",Einstein Tower,52.37906901,13.06388006,"Potsdam, Germany",Postdam,,Germany,Europe,20,1910,1917,1921,,Erich Mendelsohn,709,709,4,Y,709,4,702,,1,N,,1,,,,,,,494-495,494,2,N,,3
A Global History of Architecture,Schloss Glienicke,52.41389865,13.09544044,"Berlin, Germany",Berlin,,Germany,Europe,19,1820,,1827,,Karl Friedrich Schinkel,630,,,,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Hat Factory,52.07976748,13.15340723,"Luckenwalde, Germany",Luckenwalde,,Germany,Europe,20,,1921,1923,N,Erich Mendelsohn,,,,,,,,,,,,,,,,,,,494-495,,,N,,1
Modern Movements in Architecture,Free University of Berlin,52.45448139,13.29349826,"Berlin, Germany",Berlin,,Germany,Europe,20,1960,1963,,X,"George Candilis, Alexis Josic, Shadrach Woods",,,,,,,,,,,,,344-345,344-345,3,N,,1,,,,,,
A Global History of Architecture,AEG Pavilion,52.52816201,13.3245382,"Berlin, Germany",Berlin,,Germany,Europe,20,1900,1908,,,Peter Behrens,705,705,1,N,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Hansaviertel,52.5191234,13.3418725,"Berlin, Germany",Berlin,,Germany,Europe,20,1950,1953,1957,,Gerhard Jobst; Willy Kreuer,,,,,,,724,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Villa della Favorita (Palazzina Cinese),38.1112268,13.3524434,"Palermo, Italy",Palermo,,Italy,Europe,18,1790,1799,1802,,Giuseppe Patricola,,,,,,,556,,1,N,,1,,,,,,,,,,,,
"A Global History of Architecture, Modern Movements in Architecture",Berlin Philharmonic Hall,52.51027348,13.36945696,"Berlin, Germany",Berlin,,Germany,Europe,20,1950,1956,1963,,Hans Bernhard Scharoun,726,,,,,1,,,,,,,64-65,65,3,N,,1,,,,,,
A Global History of Architecture,Anhalter Bahnhof,52.5039958,13.3816479,"Berlin, Germany",Berlin,,Germany,Europe,19,1870,1872,1880,,,665,665,1,N,,1,,,,,,,,,,,,,,,,,,
"A Global History of Architecture, A World History of Architecture",Friedrichstrasse Office Building Project,52.5170365,13.3888599,"Berlin, Germany",Berlin,,Germany,Europe,20,1920,1921,,Y,Ludwig Mies van der Rohe,716,716,1,N,,1,,,,,,,,,,,,,515,,,N,,1
A Global History of Architecture,Grosse Schauspielhaus,52.5170365,13.3888599,"Berlin, Germany",Berlin,,Germany,Europe,19,1860,1869,1936,,Hans Poelzig,707-708,707-708,1,N,,1,,,,,,,,,,,,,,,,,,
"A Global History of Architecture, A World History of Architecture",Schauspielhaus,52.51354175,13.39186167,"Berlin, Germany",Berlin,,Germany,Europe,19,1810,1818,1821,,Karl Friedrich Schinkel,630,630,1,N,,1,,,,,,,,,,,,,421,421,1,N,,2
"A Global History of Architecture, A World History of Architecture",Neue Wache,52.51790455,13.39553707,"Berlin, Germany",Berlin,,Germany,Europe,19,1810,1816,1818,,Karl Friedrich Schinkel,630,630,1,N,,1,,,,,,,,,,,,,420,420,1,N,,2
"A Global History of Architecture, A History of Architecture: Settings and Rituals",Jewish Museum,52.5019827,13.3962729,"Berlin, Germany",Berlin,,Germany,Europe,20,1980,1988,,,Daniel Liebeskind,726,,,,,1,760,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Nationalgalerie,52.520862,13.39826612,"Berlin, Germany",Berlin,,Germany,Europe,20,,1968,,N,Ludwig Mies Van Der Rohe,,,,,,,,,,,,,,,,,,,522,,,N,,1
"A Global History of Architecture, A History of Architecture: Settings and Rituals, A World History of Architecture",Altes Museum,52.51945545,13.39878729,"Berlin, Germany",Berlin,,Germany,Europe,19,1820,1823,1830,,Karl Friedrich Schinkel,"630-631,667",631,3,Y,631,5,587,,1,N,,1,,,,,,,"421-422,553",,2,Y,,4
A Global History of Architecture,Bauakademie,52.5161951,13.39914659,"Berlin, Germany",Berlin,,Germany,Europe,19,1830,1831,1836,,Karl Friedrich Schinkel,630,,,,,1,,,,,,,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",AEG Turbine Factory,52.5186925,13.3996024,"Berlin, Germany",Berlin,,Germany,Europe,20,1900,1908,1909,N,Peter Behrens,,,,,,,690,,2,N,,2,,,,,,,487-488,487,1,N,,2
A History of Architecture: Settings and Rituals,"""Firewall"" housing, IBA 1987",52.5186925,13.3996024,"Berlin, Germany",Berlin,,Germany,Europe,20,1970,1979,1984,,Inken Baller; Hinrich Baller,,,,,,,756-757,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,"Apartment building at Lüzowplatz 3, IBA 1987",52.5186925,13.3996024,"Berlin, Germany",Berlin,,Germany,Europe,20,1980,1985,1987,,Peter Cook; Christine Hawley,,,,,,,756-757,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,"Checkpoint Charlie building, IBA 1987",52.5186925,13.3996024,"Berlin, Germany",Berlin,,Germany,Europe,20,1980,1982,1986,,Peter Eisenman; Jacqueline Robertson,,,,,,,756-757,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,"Hallesches Tor, Friedrichstrasse",52.5186925,13.3996024,"Berlin, Germany",Berlin,,Germany,Europe,18,1730,1732,,,,,,,,,,586-587,586-587,1,N,,2,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,"House G, Block 33, IBA 1987",52.5186925,13.3996024,"Berlin, Germany",Berlin,,Germany,Europe,20,1980,1982,1986,,Arata Isozaki; Eisaku Ushida; Hans Karil,,,,,,,756-757,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Insula Tegeliensis,52.5186925,13.3996024,"Berlin, Germany",Berlin,,Germany,Europe,20,1980,1980,,,Léon Krier; Francisco Sanin,,,,,,,754,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,"Lustgarten, Packhof buildings",52.5186925,13.3996024,"Berlin, Germany",Berlin,,Germany,Europe,19,1820,1829,1832,,Karl Friedrich Schinkel,,,,,,,578,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,"Rauchstrasse Housing, IBA 1987",52.5186925,13.3996024,"Berlin, Germany",Berlin,,Germany,Europe,20,1980,1982,1984,,Rob Krier,,,,,,,756-757,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,"Rauchstrasse Urban Villa no. 8, IBA 1987",52.5186925,13.3996024,"Berlin, Germany",Berlin,,Germany,Europe,20,1980,1983,1985,,Hans Hollein,,,,,,,756-757,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Siemensstadt houisng complex,52.5186925,13.3996024,"Berlin, Germany",Berlin,,Germany,Europe,20,1920,1929,1930,,Walter Gropius,,,,,,,700,,1,Y,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,"Tegel Harbor Housing, IBA 1987",52.5186925,13.3996024,"Berlin, Germany",Berlin,,Germany,Europe,20,1980,1982,1987,,Charles Moore; John Ruble; Buzz Yudell; Thomas Nagel,,,,,,,756-757,,1,N,,1,,,,,,,,,,,,
Modern Movements in Architecture,Reichsbank,52.5135268,13.40027867,"Berlin, Germany",Berlin,,Germany,Europe,20,1930,1933,,X,Ludwig Mies van der Rohe,,,,,,,,,,,,,47,47,1,N,,1,,,,,,
A History of Architecture: Settings and Rituals,Stalinallee,52.518948,13.4272287,"Berlin, Germany",Berlin,,Germany,Europe,20,1950,1952,1958,,Hermann Henselmann,,,,,,,723,,1,N,,1,,,,,,,,,,,,
Modern Movements in Architecture,Monument to Karl Liebknecht and Rosa Luxemburg,52.51509654,13.51125307,"Berlin, Germany",Berlin,,Germany,Europe,20,1920,1926,,,Mies van der Rohe,,,,,,,,,,,,,39,39,1,N,,1,,,,,,
A Global History of Architecture,Yenidze Tabakfabrik,51.05939887,13.72687017,"Dresden, Germany",Dresden,,Germany,Europe,20,1900,1907,1909,,,704,704,1,N,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Synagogue in Dresden,51.05459775,13.74666414,"Dresden, Germany",Dresden,,Germany,Europe,19,1840,1840,,,Gottfried Semper,655,,,,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Arch of Alfonso I of Aragon,40.8358846,14.2487679,"Naples, Italy",Naples,,Italy,Europe,15,1450,1453,1465,,,,,,,,,405,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Piazza Armerina,37.3688289,14.33777213,,,Sicily,Italy,Europe,4,,,,,Emperor Maxiamanus,,,,,,,256,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Villa of the Mysteries,40.75357576,14.47737499,"Pompeii, Italy",Pompeii,,Italy,Europe,-2,,-120,-180,N,,,,,,,,,,,,,,,,,,,,135,135,2,Y,135,3
A World History of Architecture,The House of the Surgeon,40.75158501,14.48184794,"Pompeii, Italy",Pompeii,,Italy,Europe,-2,,,,N,,,,,,,,,,,,,,,,,,,,132,132,1,Y,132,2
A World History of Architecture,House of Pansa,40.75061348,14.48348412,"Pompeii, Italy",Pompeii,,Italy,Europe,2,,,,N,,,,,,,,,,,,,,,,,,,,132-134,132,1,Y,132,2
A World History of Architecture,Forum Baths,40.75047448,14.48413675,"Pompeii, Italy",Pompeii,,Italy,Europe,-1,,-80,,N,,,,,,,,,,,,,,,,,,,,"129,168",129,1,Y,129,3
A World History of Architecture,House of the Vetii,40.7521082,14.4846702,"Pompeii, Italy",Pompeii,,Italy,Europe,2,,,,N,,,,,,,,,,,,,,,,,,,,133-134,133,1,Y,133,2
A World History of Architecture,Forum at Pompeii,40.74928796,14.48486668,"Pompeii, Italy",Pompeii,,Italy,Europe,6,,,,N,,,,,,,,,,,,,,,,,,,,116-118,116-117,2,Y,116,3
A World History of Architecture,Triumphal Arch,40.74928796,14.48486668,"Pompeii, Italy",Pompeii,,Italy,Europe,,,,79,N,,,,,,,,,,,,,,,,,,,,121,121,1,N,,1
A World History of Architecture,House of Venus in the Shell,40.75197591,14.49276282,"Pompeii, Italy",Pompeii,,Italy,Europe,2,,,,N,,,,,,,,,,,,,,,,,,,,133,133,2,N,,2
A World History of Architecture,The Amphitheater at Pompeii,40.75125287,14.49517501,"Pompeii, Italy",Pompeii,,Italy,Europe,-1,,-80,,N,,,,,,,,,,,,,,,,,,,,130,130,1,Y,130,2
A Global History of Architecture,Lister County Court House,56.05114987,14.57728639,"Sölvesborg, Sweden",Sölvesborg,,Sweden,Europe,20,1910,1917,1921,,Gunnar Asplund,712,712,1,N,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Paestum,40.42689346,15.00522946,"Paestum, Greece",Paestum,,Greece,Europe,-7,,,,N,,,,,,,,,,,,,,,,,,,,62-63,63,1,Y,63,2
A History of Architecture: Settings and Rituals,Chemical Factory Luban,51.118056,15.288889,"Luban, Germany",Luban,,Germany,Europe,20,1910,1912,,,Hans Poelzig,,,,,,,691,,1,N,,1,,,,,,,,,,,,
"A Global History of Architecture, A World History of Architecture",Steiner House,48.14993395,16.26978617,"Vienna, Austria",Vienna,,Austria,Europe,20,1910,1910,,,Adolf Loos,703,,,,,1,,,,,,,,,,,,,477-478,477,2,N,,3
"A Global History of Architecture, A World History of Architecture",Moller House,48.24236995,16.31371342,"Vienna, Austria",Vienna,,Austria,Europe,20,1920,1927,1928,,Adolf Loos,703,703,3,Y,703,2,,,,,,,,,,,,,478-479,,3,Y,,4
A History of Architecture: Settings and Rituals,Steine House,48.225652,16.3549086,"Vienna, Austria",Vienna,,Austria,Europe,20,1910,1910,,,Adolf Loos,,,,,,,687,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Kaffeehaus Jüngling,48.2023948,16.3602164,"Vienna, Austria",Vienna,,Austria,Europe,18,1750,,,,,572,572,1,N,,1,,,,,,,,,,,,,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals",Karl-Marx-Hof,48.25016045,16.3645392,"Vienna, Austria",Vienna,,Austria,Europe,20,1920,1927,1929,,Karl Ehn,727,,,,,1,699,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Loos Haus,48.20845558,16.36677539,"Vienna, Austria",Vienna,,Austria,Europe,20,1900,1909,1910,,Adolf Loos,703,703,1,N,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Karlskirche,48.1982785,16.37189506,"Vienna, Austria",Vienna,,Austria,Europe,18,,1716,1725,N,Johann Bernhard Fischer von Erlach,,,,,,,,,,,,,,,,,,,374-375,374-375,3,Y,375,4
A History of Architecture: Settings and Rituals,Church of St. Charles Borromaeus (Karlskirche),48.2083537,16.3725042,"Vienna, Austria",Vienna,,Austria,Europe,18,1710,1716,1737,?,Johann Bernhard Fischer von Erlach,,,,,,,557,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Seitenstettengasse Synagogue,48.2191205,16.37598898,"Vienna, Austria",Vienna,,Austria,Europe,19,1820,1826,,,,655,,,,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Spalato,43.51,16.45,"Split, Yugoslavia",Split,,Yugoslavia,Europe,4,300,300,306,,Emperor Diocletian,,,,,,,256,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Pavilion of Commerce,49.18623708,16.57527522,"Prague, Czech Republic",Prague,,Czech Republic,Europe,20,1900,1908,,,,707,707,1,N,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Tugendhat House,49.2071685,16.6160617,"Brno, Czech Republic",Brno,,Czech Republic,Europe,20,,1930,,N,Ludwig Mies Van Der Rohe,,,,,,,,,,,,,,,,,,,"516-518,522",518,2,Y,518,4
A Global History of Architecture,Breslau Jahrhunderthalle,51.10717005,17.07737757,"Breslau, Germany",Breslau,,Germany,Europe,20,1910,1913,,,Max Berg,706,706,1,N,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Biskupin,51.1021077,17.1038155,"Biskupin, Poland",Biskupin,,Poland,Europe,-11,,-1000,-500,N,,,,,,,,,,,,,,,,,,,,13-14,14,3,Y,14,4
